hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask
DOH000000000000801,2277,VALENZUELA CITY EMERGENCY HOSPITAL,2020-05-01 8:41:21,2020-05-01 8:41:21,2020-05-01,160,30450,2500,79,1,20,263,7100,221
DOH000000000000802,1418,VALENZUELA MEDICAL CENTER,2020-04-24 13:47:21,2020-04-24 13:47:21,2020-04-24,232,155700,39900,65,1669,593,1871,33400,1196
DOH000000000000802,303,VALENZUELA MEDICAL CENTER,2020-04-17 14:23:38,2020-04-17 14:23:38,2020-04-17,27,2200,45300,72,449,719,1120,34000,1635
DOH000000000000805,2172,Western Visayas Sanitarium,2020-05-01 8:01:49,2020-05-01 8:01:49,2020-05-01,63,6100,820,110,386,310,187,3800,1480
DOH000000000000805,656,Western Visayas Sanitarium,2020-04-18 14:05:14,2020-04-18 14:05:14,2020-04-18,10,1860,950,110,155,60,230,2600,600
DOH000000000000807,384,ZAMBOANGA DEL NORTE MEDICAL CENTER,2020-04-17 15:26:03,2020-04-17 15:26:03,2020-04-17,134,4900,2858,71,445,137,70,2250,40
DOH000000000000807,2303,ZAMBOANGA DEL NORTE MEDICAL CENTER,2020-05-01 8:50:12,2020-05-01 8:50:12,2020-05-01,176,2875,2609,134,171,196,95,1838,154
DOH000000000001562,1239,MALIPAYON DISTRICT HOSPITAL,2020-04-24 11:43:03,2020-04-24 11:43:03,2020-04-24,13,50,16,16,27,16,30,300,30
DOH000000000001562,2823,MALIPAYON DISTRICT HOSPITAL,2020-05-01 13:36:07,2020-05-01 13:36:07,2020-05-01,13,0,13,16,25,13,30,150,25
DOH000000000001562,485,MALIPAYON DISTRICT HOSPITAL,2020-04-17 16:24:52,2020-04-17 16:24:52,2020-04-17,16,50,16,16,5,16,20,500,20
DOH000000000001672,1924,ROGACIANO M. MERCADO MEMORIAL HOSPITAL,2020-04-25 10:02:27,2020-04-25 10:02:27,2020-04-25,0,200,600,140,92,40,300,800,0
DOH000000000001685,2039,CARMEN COPPER CORPORATION HOSPITAL,2020-04-26 15:39:00,2020-04-26 15:39:00,2020-04-26,41,500,100,55,220,0,51,2200,55
DOH000000000001686,1025,HEART OF JESUS HOSPITAL,2020-04-24 9:48:18,2020-04-24 9:48:18,2020-04-24,70,15286,2961,127,88,790,811,9041,42
DOH000000000001686,2478,HEART OF JESUS HOSPITAL,2020-05-01 9:56:53,2020-05-01 9:56:53,2020-05-01,58,15741,2722,127,100,790,806,19885,42
DOH000000000001686,127,HEART OF JESUS HOSPITAL,2020-04-17 10:45:14,2020-04-17 10:45:14,2020-04-17,71,10035,2776,128,20,490,380,6097,96
DOH000000000001791,1286,"CHARLES W. SELBY MEMORIAL HOSP., INC.",2020-04-24 12:19:20,2020-04-24 12:19:20,2020-04-24,100,1000,668,33,20,50,30,600,315
DOH000000000001806,2526,VIRGEN MILAGROSA MEDICAL CENTER,2020-05-01 10:21:25,2020-05-01 10:21:25,2020-05-01,1000,2150,1175,1000,1040,1000,1112,1000,1000
DOH000000000001815,1877,"CAPIZ EMMANUEL HOSPITAL, INC.",2020-04-24 21:45:55,2020-04-24 21:45:55,2020-04-24,34,1500,100,53,20,50,125,250,50
DOH000000000001815,3013,"CAPIZ EMMANUEL HOSPITAL, INC.",2020-05-01 15:17:01,2020-05-01 15:17:01,2020-05-01,34,1500,100,53,20,50,125,250,50
DOH000000000001819,2905,NORTHERN PALAWAN PROVINCIAL HOSPITAL,2020-05-01 14:25:01,2020-05-01 14:25:01,2020-05-01,48,174,320,74,0,100,16,100,86
DOH000000000001819,1546,NORTHERN PALAWAN PROVINCIAL HOSPITAL,2020-04-24 15:14:56,2020-04-24 14:58:43,2020-04-24,55,194,340,80,0,43,24,0,90
DOH000000000001873,2262,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC.",2020-05-01 8:38:00,2020-05-01 8:38:00,2020-05-01,69,3905,1300,85,202,300,397,2173,265
DOH000000000001873,1408,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC.",2020-04-24 13:40:29,2020-04-24 13:40:29,2020-04-24,112,5668,1700,87,264,500,399,3461,452
DOH000000000001873,153,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC.",2020-04-17 11:19:29,2020-04-17 11:19:29,2020-04-17,70,7122,100,109,6,300,221,1427,83
DOH000000000001880,635,PALANAN STATION HOSPITAL,2020-04-18 11:12:38,2020-04-18 11:12:38,2020-04-18,25,29,300,65,35,100,0,13,20
DOH000000000001911,2210,LEMERY DOCTORS MEDICAL CENTER,2020-05-01 8:19:40,2020-05-01 8:19:40,2020-05-01,1000,4000,1000,1000,820,1000,100,4200,1000
DOH000000000001916,2724,BENGUET GENERAL HOSPITAL,2020-05-01 12:11:37,2020-05-01 12:11:37,2020-05-01,144,7350,24243,23,1209,44,1362,19450,1831
DOH000000000001917,1734,PANGASINAN PROVINCIAL HOSPITAL,2020-04-24 16:29:42,2020-04-24 16:29:42,2020-04-24,1115,16000,1295,1045,1372,2790,307,3495,2240
DOH000000000001917,2996,PANGASINAN PROVINCIAL HOSPITAL,2020-05-01 15:13:30,2020-05-01 15:13:30,2020-05-01,885,8000,800,812,1874,900,2370,24800,1920
DOH000000000001918,1442,CARAGA REGIONAL HOSPITAL,2020-04-24 14:08:18,2020-04-24 14:08:18,2020-04-24,39,15100,10936,212,1224,480,877,173600,7634
DOH000000000001918,2488,CARAGA REGIONAL HOSPITAL,2020-05-01 10:02:50,2020-05-01 10:02:50,2020-05-01,25,24600,9520,278,1106,270,850,172000,6702
DOH000000000001977,2445,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL,2020-05-01 9:43:02,2020-05-01 9:43:02,2020-05-01,2470,1800,1234,310,2622,748,828,28856,470
DOH000000000001981,2958,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,2020-05-01 14:48:48,2020-05-01 14:48:48,2020-05-01,930,1000,950,75,200,1200,150,1000,50
DOH000000000001989,634,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC.",2020-04-18 11:09:58,2020-04-18 11:09:58,2020-04-18,256,1600,600,132,256,100,200,25330,255
DOH000000000002014,1852,TINAMBAC MEDICARE COMMUNITY HOSPITAL,2020-04-24 18:57:18,2020-04-24 18:57:18,2020-04-24,5,600,100,32,10,20,20,450,0
DOH000000000002112,1830,DAVAO DEL SUR PROVINCIAL HOSPITAL,2020-04-24 17:52:58,2020-04-24 17:52:58,2020-04-24,208,12600,1200,150,616,502,108,20850,300
DOH000000000002113,2815,PINES CITY DOCTORS? HOSPITAL,2020-05-01 13:30:43,2020-05-01 13:30:43,2020-05-01,1163,6026,1600,1000,1129,1995,1048,9285,1281
DOH000000000002117,1022,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL,2020-04-24 9:45:27,2020-04-24 9:45:27,2020-04-24,29,263,269,72,70,1230,513,5462,0
DOH000000000002117,114,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL,2020-04-17 10:27:02,2020-04-17 10:27:02,2020-04-17,30,20000,344,85,103,178,326,4090,80
DOH000000000002119,1498,ROXAS MEDICARE HOSPITAL,2020-04-24 14:36:15,2020-04-24 14:36:15,2020-04-24,73,3900,340,33,24,550,200,375,239
DOH000000000002119,38,ROXAS MEDICARE HOSPITAL,2020-04-17 8:26:47,2020-04-17 8:26:47,2020-04-17,0,4400,350,34,28,100,200,600,249
DOH000000000002119,2653,ROXAS MEDICARE HOSPITAL,2020-05-01 11:31:54,2020-05-01 11:31:54,2020-05-01,64,5000,771,27,24,555,200,447,260
DOH000000000002121,1804,EMILIO G. PEREZ MEMORIAL HOSPITAL,2020-04-24 17:21:07,2020-04-24 17:21:07,2020-04-24,0,1500,2000,150,40,0,150,3000,40
DOH000000000002141,1355,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL,2020-04-24 13:15:03,2020-04-24 13:15:03,2020-04-24,300,600,300,300,0,300,300,300,600
DOH000000000002141,2085,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL,2020-05-01 6:54:55,2020-05-01 6:54:55,2020-05-01,827,827,827,827,0,827,827,827,50
DOH000000000002141,360,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL,2020-04-17 15:08:34,2020-04-17 15:08:34,2020-04-17,101,5000,101,101,0,101,101,0,930
DOH000000000002143,1069,BUTUAN MEDICAL CENTER,2020-04-24 10:11:03,2020-04-24 10:11:03,2020-04-24,0,238,727,149,341,93,275,397,198
DOH000000000002143,3083,BUTUAN MEDICAL CENTER,2020-05-01 15:47:57,2020-05-01 15:47:57,2020-05-01,65,7800,1483,199,563,918,254,600,262
DOH000000000002162,1689,CAGAYAN VALLEY MEDICAL CENTER,2020-04-24 16:04:58,2020-04-24 16:04:58,2020-04-24,100,19400,8842,300,1180,3940,280,71785,2446
DOH000000000002162,194,CAGAYAN VALLEY MEDICAL CENTER,2020-04-17 11:54:08,2020-04-17 11:54:08,2020-04-17,40,22200,10065,343,1054,5026,400,78880,3257
DOH000000000002162,2499,CAGAYAN VALLEY MEDICAL CENTER,2020-05-01 10:09:33,2020-05-01 10:09:33,2020-05-01,1500,16000,5000,200,3000,3000,3000,135642,2532
DOH000000000002163,1073,PANTALEON G. GOTLADERA MEMORIAL HOSPITAL,2020-04-24 10:13:46,2020-04-24 10:13:46,2020-04-24,20,800,44,44,54,4,104,0,14
DOH000000000002163,2125,PANTALEON G. GOTLADERA MEMORIAL HOSPITAL,2020-05-01 7:33:37,2020-05-01 7:33:37,2020-05-01,60,2100,104,44,37,104,154,20,24
DOH000000000002163,534,PANTALEON G. GOTLADERA MEMORIAL HOSPITAL,2020-04-17 17:17:04,2020-04-17 17:17:04,2020-04-17,20,500,44,44,24,4,54,750,14
DOH000000000002165,1941,AMAI PAKPAK MEDICAL CENTER,2020-04-25 12:19:40,2020-04-25 12:19:40,2020-04-25,200,40000,17000,180,1978,768,480,23000,7000
DOH000000000002165,624,AMAI PAKPAK MEDICAL CENTER,2020-04-18 10:27:51,2020-04-18 9:12:34,2020-04-18,200,55000,18000,200,1800,200,500,30000,8000
DOH000000000002172,238,"PERPETUAL SUCCOUR HOSPITAL OF CEBU, INC.",2020-04-17 13:04:11,2020-04-17 13:04:11,2020-04-17,139,27000,1400,150,313,282,1174,823,337
DOH000000000002232,2273,RESEARCH INSTITUTE FOR TROPICAL MEDICINE,2020-05-01 8:40:53,2020-05-01 8:40:53,2020-05-01,2610,420129,8277,7526,17157,4223,12743,23819,57569
DOH000000000002232,701,RESEARCH INSTITUTE FOR TROPICAL MEDICINE,2020-04-19 17:31:38,2020-04-19 17:31:38,2020-04-19,10883,273276,16718,5065,10655,5423,7791,291253,54158
DOH000000000002232,1421,RESEARCH INSTITUTE FOR TROPICAL MEDICINE,2020-04-24 13:49:26,2020-04-24 13:49:26,2020-04-24,10771,436284,16790,5054,11997,6044,7799,287026,3181
DOH000000000002245,925,"MEDICAL CENTER MUNTINLUPA, INC.",2020-04-24 9:05:35,2020-04-24 9:05:35,2020-04-24,228,1200,100,188,160,100,1441,3273,216
DOH000000000002271,1219,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - GINGOOG,2020-04-24 11:31:28,2020-04-24 11:31:28,2020-04-24,3,200,200,42,1,12,50,100,40
DOH000000000002271,2291,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - GINGOOG,2020-05-01 8:45:15,2020-05-01 8:45:15,2020-05-01,63,150,150,39,42,0,25,200,240
DOH000000000002297,2755,SAN ANTONIO CITY OF ILAGAN HOSPITAL,2020-05-01 12:39:58,2020-05-01 12:39:58,2020-05-01,60,5000,150,16,78,40,250,300,50
DOH000000000002314,3026,SAN JUAN MEDICAL CENTER,2020-05-01 15:22:13,2020-05-01 15:22:13,2020-05-01,893,2780,600,117,1845,570,3767,6125,1305
DOH000000000002322,2044,RIZAL PROVINCIAL HOSPITAL SYSTEM - MORONG MAIN,2020-04-26 19:33:42,2020-04-26 19:33:42,2020-04-26,101,6400,1100,147,300,400,500,500,200
DOH000000000002404,2866,NORZAGARAY MUNICIPAL HOSPITAL,2020-05-01 14:04:47,2020-05-01 14:04:47,2020-05-01,50,3000,3500,200,700,200,200,1000,900
DOH000000000002405,2923,CONCEPCION DISTRICT HOSPITAL,2020-05-01 14:30:43,2020-05-01 14:30:43,2020-05-01,125,8225,11397,95,310,133,292,3604,609
DOH000000000002405,1664,CONCEPCION DISTRICT HOSPITAL,2020-04-24 15:51:32,2020-04-24 15:51:32,2020-04-24,92,92,92,83,92,92,0,92,92
DOH000000000002451,2610,DONA MARIA D. TAN MEMORIAL HOSPITAL,2020-05-01 11:06:54,2020-05-01 11:06:54,2020-05-01,175,3094,255,69,0,50,146,117,89
DOH000000000002479,1816,"DIGOS DOCTORS? HOSPITAL, INC.",2020-04-24 17:40:42,2020-04-24 17:40:42,2020-04-24,114,644,472,13,5,100,40,4009,3
DOH000000000002502,1797,ZAMBOANGA DEL SUR MEDICAL CENTER,2020-04-24 17:13:16,2020-04-24 17:13:16,2020-04-24,203,1900,1600,150,203,65,850,1600,1461
DOH000000000002502,379,ZAMBOANGA DEL SUR MEDICAL CENTER,2020-04-17 15:19:51,2020-04-17 15:19:51,2020-04-17,400,2000,2000,75,230,80,940,650,1500
DOH000000000002505,2293,C.P. REYES HOSPITAL,2020-05-01 8:46:20,2020-05-01 8:46:20,2020-05-01,40,5600,30,140,104,430,140,1945,33
DOH000000000002576,1380,ROMANA PANGAN DISTRICT HOSPITAL,2020-04-24 13:28:11,2020-04-24 13:28:11,2020-04-24,26,4,100,200,28,3,150,50,0
DOH000000000002593,2963,MARIANO MARCOS MEMORIAL HOSPITAL AND MEDICAL CENTER,2020-05-01 14:50:48,2020-05-01 14:50:48,2020-05-01,2053,3500,205,63,287,127,5,800,59
DOH000000000002593,1377,MARIANO MARCOS MEMORIAL HOSPITAL AND MEDICAL CENTER,2020-04-24 13:26:58,2020-04-24 13:26:58,2020-04-24,607,3600,595,500,1649,2146,847,161900,5158
DOH000000000002596,1793,MEDICAL CENTER IMUS,2020-04-24 17:11:44,2020-04-24 17:11:44,2020-04-24,67,5000,2000,33,200,20,1271,1000,2000
DOH000000000002657,2895,NAUJAN MUNICIPAL HOSPITAL,2020-05-01 14:17:08,2020-05-01 14:17:08,2020-05-01,6,1850,180,53,60,100,55,550,78
DOH000000000002676,1256,MANUEL A. ROXAS DISTRICT HOSPITAL,2020-04-24 11:56:19,2020-04-24 11:56:19,2020-04-24,0,300,400,32,150,60,125,1000,0
DOH000000000002676,642,MANUEL A. ROXAS DISTRICT HOSPITAL,2020-04-18 12:15:16,2020-04-18 12:15:16,2020-04-18,0,500,500,33,140,83,130,100,50
DOH000000000002676,2472,MANUEL A. ROXAS DISTRICT HOSPITAL,2020-05-01 9:58:10,2020-05-01 9:54:50,2020-05-01,0,250,350,32,180,55,120,1510,0
DOH000000000002703,2875,REGION II TRAUMA AND MEDICAL CENTER      (VETERANS REGIONAL,2020-05-01 14:08:06,2020-05-01 14:08:06,2020-05-01,70,3500,1650,249,309,1650,160,1650,183
DOH000000000002703,134,REGION II TRAUMA AND MEDICAL CENTER      (VETERANS REGIONAL,2020-04-17 10:58:14,2020-04-17 10:58:14,2020-04-17,200,500,500,280,30,250,200,900,265
DOH000000000002703,1054,REGION II TRAUMA AND MEDICAL CENTER      (VETERANS REGIONAL,2020-04-24 10:06:00,2020-04-24 10:06:00,2020-04-24,318,51,1400,276,100,150,197,800,269
DOH000000000002713,2933,PALUAN COMMUNITY HOSPITAL,2020-05-01 14:34:31,2020-05-01 14:34:31,2020-05-01,12,1200,116,27,40,20,15,1400,25
DOH000000000002740,594,"ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER, INC.",2020-04-17 21:54:51,2020-04-17 21:54:51,2020-04-17,56,38387,56,72,56,56,72,15478,987
DOH000000000002740,1914,"ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER, INC.",2020-04-25 8:57:07,2020-04-25 8:57:07,2020-04-25,636,23870,636,47,220,0,47,13394,617
DOH000000000002740,2865,"ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER, INC.",2020-05-01 14:04:38,2020-05-01 14:04:38,2020-05-01,489,25565,489,44,50,489,20,25077,1178
DOH000000000002748,828,DR. DAMIAN REYES PROVINCIAL HOSPITAL,2020-04-24 8:26:32,2020-04-24 8:26:32,2020-04-24,0,2700,50,57,106,590,20,601,50
DOH000000000002748,2226,DR. DAMIAN REYES PROVINCIAL HOSPITAL,2020-05-01 8:26:31,2020-05-01 8:26:31,2020-05-01,0,3000,200,103,175,152,595,0,442
DOH000000000002749,2087,ORIENTAL MINDORO PROVINCIAL HOSPITAL,2020-05-01 6:56:32,2020-05-01 6:56:32,2020-05-01,100,500,400,80,250,100,500,400,30
DOH000000000002777,2713,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-05-01 12:03:45,2020-05-01 12:03:45,2020-05-01,256,414,260,85,389,339,168,450,432
DOH000000000002777,427,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-04-17 15:46:03,2020-04-17 15:46:03,2020-04-17,328,1090,690,112,613,298,267,473,587
DOH000000000002777,1551,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-04-24 15:00:47,2020-04-24 15:00:47,2020-04-24,293,540,367,96,218,197,154,320,312
DOH000000000002779,3038,"MARCELO HOSPITAL OF BALIWAG, INC.",2020-05-01 15:27:59,2020-05-01 15:27:59,2020-05-01,445,4200,1888,80,36,3911,130,3550,1146
DOH000000000002779,1726,"MARCELO HOSPITAL OF BALIWAG, INC.",2020-04-24 16:26:14,2020-04-24 16:26:14,2020-04-24,485,4800,2105,80,28,4334,135,3869,1189
DOH000000000002780,2668,"COMMUNITY GENERAL HOSPITAL OF SAN PABLO CITY, INC.",2020-05-01 11:36:19,2020-05-01 11:36:19,2020-05-01,61,800,300,31,50,176,100,260,58
DOH000000000002789,2914,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,2020-05-01 14:27:13,2020-05-01 14:27:13,2020-05-01,600,40000,800,120,120,900,260,70000,959
DOH000000000002803,2147,PNP STATION HOSPITAL,2020-05-01 7:49:00,2020-05-01 7:49:00,2020-05-01,35,500,10,84,20,100,6,700,50
DOH000000000002820,2918,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-05-01 14:29:11,2020-05-01 14:29:11,2020-05-01,1000,1000,1000,1000,1000,1000,100,1000,1000
DOH000000000002828,2366,LT. TIDANG MEMORIAL HOSPITAL,2020-05-01 9:11:56,2020-05-01 9:11:56,2020-05-01,0,600,50,55,0,50,50,200,123
DOH000000000002829,2882,BATANGAS MEDICAL CENTER,2020-05-01 14:11:14,2020-05-01 14:11:14,2020-05-01,465,97296,6415,1014,2086,558,6349,15721,2835
DOH000000000002829,329,BATANGAS MEDICAL CENTER,2020-04-17 14:51:51,2020-04-17 14:51:51,2020-04-17,140,27940,233,730,1537,1342,2233,11838,1264
DOH000000000002829,1489,BATANGAS MEDICAL CENTER,2020-04-24 14:33:07,2020-04-24 14:33:07,2020-04-24,1250,51900,6634,708,3083,1000,4604,12870,1508
DOH000000000002854,1713,UMINGAN COMMUNITY HOSPITAL,2020-04-24 16:20:08,2020-04-24 16:20:08,2020-04-24,19,300,100,27,140,180,105,700,0
DOH000000000002877,2428,LA UNION MEDICAL CENTER,2020-05-01 9:36:16,2020-05-01 9:36:16,2020-05-01,400,800,500,150,249,200,1000,1100,700
DOH000000000002911,1849,VETERANS MEMORIAL MEDICAL CENTER,2020-04-24 18:46:37,2020-04-24 18:46:37,2020-04-24,450,25000,450,450,450,450,450,20000,450
DOH000000000002911,2977,VETERANS MEMORIAL MEDICAL CENTER,2020-05-01 15:04:07,2020-05-01 15:04:07,2020-05-01,0,22960,1015,378,3798,1207,1710,42970,6570
DOH000000000002952,2732,CABA DISTRICT HOSPITAL,2020-05-01 12:24:03,2020-05-01 12:24:03,2020-05-01,177,1002,960,124,110,176,49,1251,369
DOH000000000002974,759,ARAKAN VALLEY DISTRICT HOSPITAL,2020-04-24 7:50:27,2020-04-24 7:50:27,2020-04-24,22,100,22,22,22,2,40,100,22
DOH000000000003072,2621,"ANGONO MEDICS HOSPITAL, INC.",2020-05-01 11:12:37,2020-05-01 11:12:37,2020-05-01,108,620,128,120,58,110,250,428,65
DOH000000000003072,1210,"ANGONO MEDICS HOSPITAL, INC.",2020-04-24 11:27:53,2020-04-24 11:27:53,2020-04-24,205,800,209,215,78,200,300,550,90
DOH000000000003073,989,BINALBAGAN INFIRMARY,2020-04-24 9:32:05,2020-04-24 9:32:05,2020-04-24,100,400,50,80,52,80,70,400,80
DOH000000000003073,2218,BINALBAGAN INFIRMARY,2020-05-01 8:23:20,2020-05-01 8:23:20,2020-05-01,150,380,75,80,120,120,65,400,160
DOH000000000003091,2053,OSPITAL NG LUNGSOD NG SAN JOSE DEL MONTE,2020-05-01 5:54:23,2020-05-01 5:54:23,2020-05-01,591,1100,379,255,118,1279,400,2100,0
DOH000000000003095,1775,SIQUIJOR PROVINCIAL HOSPITAL,2020-04-24 16:51:20,2020-04-24 16:51:20,2020-04-24,208,45400,384,592,30,0,108,400,20
DOH000000000003122,3064,SAN ANTONIO DISTRICT HOSPITAL,2020-05-01 15:39:40,2020-05-01 15:39:40,2020-05-01,70,300,300,44,28,300,35,42,26
DOH000000000003191,2590,DE LOS SANTOS MEDICAL CENTER,2020-05-01 10:57:42,2020-05-01 10:57:42,2020-05-01,850,130000,5000,1049,1505,1300,4526,14700,2000
DOH000000000003191,1226,DE LOS SANTOS MEDICAL CENTER,2020-04-24 11:34:38,2020-04-24 11:34:38,2020-04-24,850,130000,5000,1049,1505,1300,4526,14700,2000
DOH000000000003191,521,DE LOS SANTOS MEDICAL CENTER,2020-04-17 16:56:31,2020-04-17 16:56:31,2020-04-17,1150,112,5000,212,500,2517,5000,15000,2000
DOH000000000003199,2868,BACNOTAN DISTRICT HOSPITAL,2020-05-01 14:04:59,2020-05-01 14:04:59,2020-05-01,1069,2500,1000,1009,1045,1000,32,2100,1050
DOH000000000003212,1977,ILOCOS SUR DISTRICT HOSPITAL - TAGUDIN,2020-04-25 16:26:17,2020-04-25 16:26:17,2020-04-25,24,200,100,24,24,100,50,500,24
DOH000000000003212,2316,ILOCOS SUR DISTRICT HOSPITAL - TAGUDIN,2020-05-01 8:56:32,2020-05-01 8:56:32,2020-05-01,24,200,100,24,24,100,50,500,24
DOH000000000003225,2932,TAYUG FAMILY HOSPITAL,2020-05-01 14:34:07,2020-05-01 14:34:07,2020-05-01,1005,2500,1100,990,1010,1050,220,1000,125
DOH000000000003246,1171,R DE C GALVEZ MEDICAL CENTER,2020-04-24 10:59:25,2020-04-24 10:59:25,2020-04-24,21,1201,245,21,4,34,32,890,0
DOH000000000003246,2900,R DE C GALVEZ MEDICAL CENTER,2020-05-01 14:21:27,2020-05-01 14:21:27,2020-05-01,24,1589,536,23,32,98,43,156,0
DOH000000000003246,687,R DE C GALVEZ MEDICAL CENTER,2020-04-19 9:34:06,2020-04-19 9:34:06,2020-04-19,50,1580,47,43,2,50,26,190,0
DOH000000000003281,1291,METROPOLITAN MEDICAL CENTER,2020-04-24 12:25:17,2020-04-24 12:25:17,2020-04-24,250,70900,15800,1000,3000,1200,500,8877,560
DOH000000000003281,3051,METROPOLITAN MEDICAL CENTER,2020-05-01 15:35:04,2020-05-01 15:35:04,2020-05-01,120,5000,1000,150,2000,1000,700,4000,700
DOH000000000003283,235,OSPITAL NG GUIGUINTO,2020-04-17 12:57:02,2020-04-17 12:57:02,2020-04-17,0,3352,1450,48,183,220,334,13847,184
DOH000000000003283,1839,OSPITAL NG GUIGUINTO,2020-04-24 18:14:56,2020-04-24 18:14:56,2020-04-24,0,3101,27,46,309,213,571,14037,179
DOH000000000003313,123,SOUTHERN ISABELA GENERAL HOSPITAL,2020-04-17 10:42:23,2020-04-17 10:42:23,2020-04-17,500,19800,9223,426,729,440,1506,13644,1439
DOH000000000003313,1040,SOUTHERN ISABELA GENERAL HOSPITAL,2020-04-24 9:58:48,2020-04-24 9:58:48,2020-04-24,493,8950,8111,295,634,257,1254,15846,1378
DOH000000000003313,2535,SOUTHERN ISABELA GENERAL HOSPITAL,2020-05-01 10:28:02,2020-05-01 10:28:02,2020-05-01,1392,86298,8317,1225,4532,1346,2321,81358,26533
DOH000000000003409,1165,ABORLAN MEDICAL HOSPITAL,2020-04-24 10:56:31,2020-04-24 10:56:31,2020-04-24,435,179,132,61,59,33,60,400,195
DOH000000000003409,172,ABORLAN MEDICAL HOSPITAL,2020-04-17 11:33:05,2020-04-17 11:33:05,2020-04-17,435,179,132,61,59,33,60,400,195
DOH000000000003409,2490,ABORLAN MEDICAL HOSPITAL,2020-05-01 10:03:22,2020-05-01 10:03:22,2020-05-01,435,179,132,61,59,33,60,400,195
DOH000000000003412,2546,"SE?OR STO. NI?O HOSPITAL, INC.",2020-05-01 10:33:21,2020-05-01 10:33:21,2020-05-01,1000,5600,2070,1000,1685,1000,210,3728,50
DOH000000000003413,2431,KUTA CESAR L. SANG-AN STATION HOSPITAL,2020-05-01 9:36:33,2020-05-01 9:36:33,2020-05-01,23,200,12,38,2,0,0,3050,500
DOH000000000003413,116,KUTA CESAR L. SANG-AN STATION HOSPITAL,2020-04-17 10:28:21,2020-04-17 10:28:21,2020-04-17,37,900,23,44,0,27,0,206,0
DOH000000000003413,1333,KUTA CESAR L. SANG-AN STATION HOSPITAL,2020-04-24 12:55:06,2020-04-24 12:55:06,2020-04-24,31,200,20,39,2,14,0,200,0
DOH000000000003432,1379,BALAOAN DISTRICT HOSPITAL,2020-04-24 13:27:08,2020-04-24 13:27:08,2020-04-24,182,6780,1270,33,56,450,447,3950,10
DOH000000000003432,3092,BALAOAN DISTRICT HOSPITAL,2020-05-01 15:52:29,2020-05-01 15:52:29,2020-05-01,379,7630,2370,1122,1164,3070,446,5000,1430
DOH000000000003498,1677,OSPITAL NG MAYNILA MEDICAL CENTER,2020-04-24 15:57:34,2020-04-24 15:57:34,2020-04-24,246,3154,2600,450,325,1500,804,10127,7120
DOH000000000003498,3095,OSPITAL NG MAYNILA MEDICAL CENTER,2020-05-01 15:54:00,2020-05-01 15:54:00,2020-05-01,907,6831,6025,469,692,1497,632,9132,4132
DOH000000000003499,496,OSPITAL NG MUNTINLUPA,2020-04-17 16:35:14,2020-04-17 16:35:14,2020-04-17,497,861,1108,178,325,626,1250,5750,0
DOH000000000003499,1798,OSPITAL NG MUNTINLUPA,2020-04-24 17:14:16,2020-04-24 17:14:16,2020-04-24,968,600,1435,885,858,650,2887,12862,0
DOH000000000003522,679,ST. LUKE?S MEDICAL CENTER,2020-04-18 21:02:37,2020-04-18 21:02:37,2020-04-18,38654,8855,17300,1058,26563,47175,2487,1002300,4402
DOH000000000003522,2934,ST. LUKE?S MEDICAL CENTER,2020-05-01 14:37:00,2020-05-01 14:34:35,2020-05-01,39884,5874,163300,709,23630,23075,11096,936650,22563
DOH000000000003522,1509,ST. LUKE?S MEDICAL CENTER,2020-04-24 14:41:55,2020-04-24 14:41:55,2020-04-24,32492,7147,159500,490,26002,38575,11721,979550,2750
DOH000000000003555,3116,SPECIALIST GROUP HOSPITAL AND TRAUMA CENTER,2020-05-01 16:01:18,2020-05-01 16:01:18,2020-05-01,1050,1500,1300,1006,1048,1300,50,1000,1000
DOH000000000003559,1473,MANILA EAST MEDICAL CENTER,2020-04-24 14:25:01,2020-04-24 14:25:01,2020-04-24,463,11152,376,470,418,423,500,660,373
DOH000000000003559,2738,MANILA EAST MEDICAL CENTER,2020-05-01 12:26:13,2020-05-01 12:26:13,2020-05-01,200,600,250,250,350,200,500,1000,200
